"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PRODH",1.0789109291044,2.97421098193146,7.49440656033618,3.05581851111859e-13,3.42909254443878e-12,19.2843194880624
"GREM1",-1.04380460718847,2.98164674476288,-7.40227920549621,5.72777096498126e-13,6.23722597040924e-12,18.6689960134776
"FOSL1",-1.05293883300318,3.44718381151307,-7.38778558013776,6.31940378253082e-13,6.85850483977176e-12,18.5727467792494
"ANGPTL4",-1.14019467014422,5.06517687380341,-7.35525095180342,7.87537278515843e-13,8.40226452018298e-12,18.357242098659
"FAM3D",1.10437928984553,2.12832056031764,7.35159319414611,8.07231717700588e-13,8.59827427106203e-12,18.3330614017107
"GNG4",-1.04630605525093,1.59379852159188,-7.30537515937275,1.10201376512453e-12,1.15427360156948e-11,18.0283569605927
"CXCL14",1.66260957765018,5.62721439808512,7.28992012652263,1.22249306952361e-12,1.27294620047619e-11,17.9268109833293
"HBB",1.25072304469803,5.40165625746766,7.28324094389386,1.27848852044937e-12,1.32841564274502e-11,17.882979653857
"GDF15",1.07487093017036,6.2139234780686,7.2441710040651,1.66033517618727e-12,1.69981716226669e-11,17.6272379335003
"SHISA3",1.4282692978217,2.65090724266967,7.1749388283354,2.63119497218756e-12,2.60092222719585e-11,17.1767978303475
"MMP12",-1.31296140788162,4.56390924772897,-7.14466207149,3.2146187316947e-12,3.13160385235973e-11,16.9809140667012
"SERPIND1",1.26148833319441,2.36207474918224,7.1224962339509,3.72069366920526e-12,3.58611529941785e-11,16.8379333924551
"CEACAM6",1.32505118537046,9.88282911240099,7.06713194347285,5.35233452237078e-12,5.07963893867627e-11,16.4823887340924
"GLB1L3",1.12819126146542,1.75883835954816,6.90686158441789,1.5144097322434e-11,1.34252422763378e-10,15.4659727619889
"TMEM190",1.03643083688078,1.91642728299168,6.8885747970588,1.70319418639949e-11,1.49897997370709e-10,15.3512197614054
"PLA2G12B",1.06760229203688,2.09425974278739,6.84734057206556,2.21777513821212e-11,1.9240777811633e-10,15.093389589571
"MUC21",1.53329672600079,4.36554532049669,6.81997286144832,2.64067084742923e-11,2.26876667565693e-10,14.9229714115818
"HBA2",1.01558565159729,3.74101003833831,6.81128880140522,2.79071325424461e-11,2.38611488809876e-10,14.8690141168481
"PRAME",-1.41557943660759,2.41331926315705,-6.76848602401771,3.66150353916575e-11,3.07964311896986e-10,14.6038981243752
"FDCSP",1.17438531490304,3.25394549988921,6.68490337454816,6.19829550966535e-11,5.05796474163194e-10,14.0902059541718
"ST6GALNAC1",1.05239698904072,5.2345901664802,6.66081228837474,7.20686089890103e-11,5.81528374477727e-10,13.9431327590577
"DPP4",1.09087553986005,5.51688871564967,6.63653660127532,8.38554440539804e-11,6.70259313682286e-10,13.7953816648307
"APOH",1.16265519593309,2.63070598187752,6.57591887907956,1.22169681269988e-10,9.5307011752343e-10,13.4284128940836
"MARCO",1.10472367834253,5.42034174155297,6.52239355573961,1.69932644455839e-10,1.29460795500868e-09,13.1067320657336
"CES1",1.15330052990444,5.36375717099933,6.44898175409205,2.66261647525214e-10,1.97448703866321e-09,12.6691404711403
"HHLA2",1.36618292052426,2.37805579439235,6.44353899887285,2.75231234246063e-10,2.0371289417461e-09,12.6368639849508
"NR0B2",1.09338696510237,2.28856020135984,6.39011996038365,3.80543165319118e-10,2.7509387801444e-09,12.3213043154225
"TNNT1",-1.23879809486036,3.52148220488733,-6.21514031827229,1.08311516187199e-09,7.33472048680186e-09,11.3033116345843
"SERPINB5",-1.12200967758952,1.93492588128993,-6.11000357597057,2.00771940548406e-09,1.3122168755079e-08,10.70328245667
"PCSK2",1.16143448382247,1.25100285233814,5.98542702296334,4.12539324969667e-09,2.58789142968267e-08,10.0037236405506
"UCHL1",-1.21981232821461,4.76554391297849,-5.98222004069196,4.20191609722271e-09,2.62997335186567e-08,9.98587924716666
"ABCC2",-1.00666109265948,1.45848506765375,-5.9636820692492,4.6721735415828e-09,2.895500495122e-08,9.88289194622818
"CDA",-1.04981768591496,4.3919441376506,-5.9078227312351,6.42149473881339e-09,3.90637591675226e-08,9.5742425955016
"GSTA1",1.28192785848162,4.14807374488355,5.87890907126814,7.5632681745874e-09,4.54705361310043e-08,9.41547181368681
"KIAA1324",1.00115150110059,4.05581452161808,5.83411961412545,9.73291146649701e-09,5.74692619833761e-08,9.17086239600733
"IL37",1.23180457972029,2.50448018324002,5.60620740233399,3.42693891915599e-08,1.8848164055358e-07,7.95153954278732
"FGB",-1.74903254847294,2.96551591967798,-5.6022901727644,3.50061960075207e-08,1.92154753936019e-07,7.93095563529652
"PCSK1",-1.03079827449224,1.27355978395016,-5.57372765760822,4.08645322010687e-08,2.21938449322596e-07,7.78125129809681
"ORM1",1.01848097681347,3.47933331421855,5.56678592532922,4.24263880082929e-08,2.29717336292542e-07,7.74496963671935
"MAGEA3",-1.20199543970636,1.46629639718139,-5.51710471162363,5.5427820847149e-08,2.94552803809795e-07,7.48647161389996
"MAGEA6",-1.08587138288828,1.28845215929503,-5.28151384941766,1.91626290346789e-07,9.2277153388719e-07,6.28869133654628
"PAEP",-1.50860940432004,3.55521334525371,-5.21136614232981,2.74838023261507e-07,1.29590961747263e-06,5.94106281284461
"HP",1.08897915324996,3.30931645628906,5.14776016220009,3.79822808853517e-07,1.75288316163515e-06,5.62945606062389
"CPS1",-1.31601554718522,2.26817436277223,-5.07181798370128,5.56475477026125e-07,2.50469627855615e-06,5.26192181689031
"BPIFB1",1.26133290284578,4.91424626782613,4.919474746597,1.18017631703165e-06,5.01131694122976e-06,4.53951296534103
"FGL1",-1.15976682455597,2.70864969285118,-4.83282281979488,1.79444073928516e-06,7.39268646773944e-06,4.13752763492566
"CT83",-1.09659487264889,2.60506169265598,-4.77301514377065,2.38753367040249e-06,9.65076777581341e-06,3.86386836812945
"MSLN",1.2659782969318,6.78156446712018,4.49242694711669,8.75794494701832e-06,3.22580170541451e-05,2.62169196588072
"FGA",-1.10098891512185,3.88885476414898,-3.66149366311664,0.000277504310658666,0.00078699528439377,-0.645195958920005
